OrderID,MenuItem,Quantity,PricePerItem,TotalPrice,Discount,Tax,OrderDate
1033,Item_19,5,11.99,59.95,1.28,2.33,2023-01-02 09:00:00
1034,Item_20,3,8.05,24.150000000000002,2.84,2.38,2023-01-02 10:00:00
1035,Item_2,4,18.69,74.76,1.71,1.66,2023-01-02 11:00:00
1036,Item_13,1,14.67,14.67,2.26,1.93,2023-01-02 12:00:00
1037,Item_6,2,12.3,24.6,2.53,1.53,2023-01-02 13:00:00
1038,Item_12,2,12.55,25.1,2.29,0.83,2023-01-02 14:00:00
1039,Item_3,5,10.07,50.35,2.23,1.96,2023-01-02 15:00:00
1040,Item_4,4,7.17,28.68,1.14,1.05,2023-01-02 16:00:00
1041,Item_7,4,6.82,27.28,2.95,0.88,2023-01-02 17:00:00
1042,Item_2,3,10.62,31.86,2.76,1.22,2023-01-02 18:00:00
1043,Item_19,1,7.68,7.68,2.42,1.44,2023-01-02 19:00:00
1044,Item_12,4,17.62,70.48,0.4,1.35,2023-01-02 20:00:00
1045,Item_8,3,8.57,25.71,3.06,0.94,2023-01-02 21:00:00
1046,Item_6,2,14.31,28.62,4.54,1.19,2023-01-02 22:00:00
1047,Item_15,1,7.12,7.12,3.12,2.35,2023-01-02 23:00:00
1048,Item_19,3,11.4,34.2,1.9,1.03,2023-01-03 00:00:00
1049,Item_19,5,15.36,76.8,2.06,1.61,2023-01-03 01:00:00
1050,Item_18,4,6.73,26.92,1.77,0.67,2023-01-03 02:00:00
1051,Item_3,1,18.87,18.87,0.02,2.04,2023-01-03 03:00:00
1052,Item_13,3,7.55,22.65,4.82,0.9,2023-01-03 04:00:00
1053,Item_2,2,16.79,33.58,1.47,2.05,2023-01-03 05:00:00
1054,Item_18,5,9.88,49.400000000000006,2.78,1.25,2023-01-03 06:00:00
1055,Item_8,1,11.58,11.58,1.28,2.11,2023-01-03 07:00:00
1056,Item_6,1,6.02,6.02,3.79,1.78,2023-01-03 08:00:00
1057,Item_16,1,19.98,19.98,0.81,2.2,2023-01-03 09:00:00
1058,Item_12,4,6.32,25.28,1.19,1.63,2023-01-03 10:00:00
1059,Item_6,4,15.78,63.12,1.37,0.5,2023-01-03 11:00:00
1060,Item_17,5,10.02,50.099999999999994,0.5,0.68,2023-01-03 12:00:00
1061,Item_2,2,7.49,14.98,3.2,2.46,2023-01-03 13:00:00
1062,Item_13,2,15.11,30.22,2.92,2.08,2023-01-03 14:00:00
1063,Item_18,5,16.97,84.85,1.34,2.23,2023-01-03 15:00:00
1064,Item_11,2,12.88,25.76,0.23,0.56,2023-01-03 16:00:00
1065,Item_8,2,14.2,28.4,2.12,2.32,2023-01-03 17:00:00
1066,Item_2,4,18.79,75.16,1.74,0.97,2023-01-03 18:00:00
1067,Item_15,2,14.77,29.54,4.31,1.49,2023-01-03 19:00:00
1068,Item_2,3,9.48,28.44,2.28,1.62,2023-01-03 20:00:00
1069,Item_10,3,17.45,52.349999999999994,4.11,0.94,2023-01-03 21:00:00
1070,Item_20,1,17.66,17.66,2.19,1.16,2023-01-03 22:00:00
1071,Item_9,2,11.11,22.22,1.69,0.72,2023-01-03 23:00:00
1072,Item_15,3,19.57,58.71,4.09,2.45,2023-01-04 00:00:00
1073,Item_2,5,19.9,99.5,1.27,2.17,2023-01-04 01:00:00
1074,Item_4,1,14.09,14.09,0.69,2.17,2023-01-04 02:00:00
1075,Item_1,4,17.73,70.92,2.02,1.6,2023-01-04 03:00:00
1076,Item_18,5,13.85,69.25,4.15,1.73,2023-01-04 04:00:00
1077,Item_1,3,13.05,39.150000000000006,1.82,0.96,2023-01-04 05:00:00
1078,Item_4,1,5.8,5.8,2.56,2.03,2023-01-04 06:00:00
1079,Item_18,2,16.87,33.74,1.42,2.28,2023-01-04 07:00:00
1080,Item_14,1,7.05,7.05,1.13,0.67,2023-01-04 08:00:00
1081,Item_16,4,10.15,40.6,4.73,1.54,2023-01-04 09:00:00
1082,Item_5,2,12.34,24.68,4.98,0.65,2023-01-04 10:00:00
1083,Item_14,4,19.16,76.64,2.21,0.75,2023-01-04 11:00:00
1084,Item_11,4,7.87,31.48,2.34,1.81,2023-01-04 12:00:00
1085,Item_17,3,7.4,22.200000000000003,1.82,0.73,2023-01-04 13:00:00
1086,Item_6,5,7.66,38.3,0.19,0.99,2023-01-04 14:00:00
1087,Item_8,2,8.82,17.64,4.48,0.82,2023-01-04 15:00:00
1088,Item_7,3,9.88,29.64,3.55,1.26,2023-01-04 16:00:00
1089,Item_2,4,19.22,76.88,3.36,1.72,2023-01-04 17:00:00
1090,Item_17,4,12.28,49.12,3.23,2.38,2023-01-04 18:00:00
1091,Item_19,1,9.04,9.04,0.9,1.44,2023-01-04 19:00:00
1092,Item_20,1,9.3,9.3,4.58,1.85,2023-01-04 20:00:00
1093,Item_9,1,7.25,7.25,1.73,1.1,2023-01-04 21:00:00
1094,Item_3,5,16.75,83.75,0.79,1.18,2023-01-04 22:00:00
1095,Item_16,5,18.59,92.95,4.23,2.18,2023-01-04 23:00:00
1096,Item_7,5,8.46,42.300000000000004,2.63,1.98,2023-01-05 00:00:00
1097,Item_8,4,5.82,23.28,0.79,1.34,2023-01-05 01:00:00
1098,Item_18,2,11.96,23.92,1.87,1.18,2023-01-05 02:00:00
1099,Item_14,5,14.43,72.15,4.13,1.08,2023-01-05 03:00:00
1100,Item_19,4,10.58,42.32,0.47,2.13,2023-01-05 04:00:00
1101,Item_8,1,10.4,10.4,2.46,2.34,2023-01-05 05:00:00
1102,Item_15,2,10.47,20.94,2.51,1.51,2023-01-05 06:00:00
1103,Item_18,1,18.61,18.61,0.58,1.55,2023-01-05 07:00:00
1104,Item_5,1,13.21,13.21,4.17,2.24,2023-01-05 08:00:00
1105,Item_6,2,13.23,26.46,1.12,1.82,2023-01-05 09:00:00
1106,Item_8,4,10.04,40.16,0.14,2.34,2023-01-05 10:00:00
1107,Item_18,1,7.03,7.03,0.87,0.98,2023-01-05 11:00:00
1108,Item_10,3,16.98,50.94,4.48,0.54,2023-01-05 12:00:00
1109,Item_16,2,8.54,17.08,0.23,1.45,2023-01-05 13:00:00
1110,Item_5,3,17.08,51.239999999999995,4.79,1.86,2023-01-05 14:00:00
1111,Item_16,5,17.46,87.30000000000001,2.62,2.36,2023-01-05 15:00:00
1112,Item_2,1,6.53,6.53,2.72,1.67,2023-01-05 16:00:00
1113,Item_20,1,5.92,5.92,4.29,1.12,2023-01-05 17:00:00
1114,Item_17,5,9.65,48.25,4.63,0.59,2023-01-05 18:00:00
1115,Item_18,1,17.18,17.18,4.31,1.82,2023-01-05 19:00:00
1116,Item_10,2,19.83,39.66,1.47,0.87,2023-01-05 20:00:00
1117,Item_2,3,15.97,47.910000000000004,3.75,1.37,2023-01-05 21:00:00
1118,Item_16,5,11.93,59.65,1.28,0.74,2023-01-05 22:00:00
1119,Item_2,5,12.97,64.85000000000001,1.38,0.65,2023-01-05 23:00:00
1120,Item_10,5,11.68,58.4,4.89,1.69,2023-01-06 00:00:00
1121,Item_8,3,8.01,24.03,3.74,1.71,2023-01-06 01:00:00
1122,Item_10,3,15.86,47.58,0.29,0.74,2023-01-06 02:00:00
1123,Item_15,3,5.26,15.78,1.06,1.46,2023-01-06 03:00:00
1124,Item_8,1,5.08,5.08,3.81,2.11,2023-01-06 04:00:00
1125,Item_4,3,18.1,54.300000000000004,1.21,1.9,2023-01-06 05:00:00
1126,Item_9,2,6.26,12.52,4.23,2.15,2023-01-06 06:00:00
1127,Item_8,1,10.97,10.97,1.41,0.56,2023-01-06 07:00:00
1128,Item_17,1,19.61,19.61,3.83,0.77,2023-01-06 08:00:00
1129,Item_2,3,6.24,18.72,1.11,1.96,2023-01-06 09:00:00
1130,Item_6,4,15.71,62.84,4.8,0.9,2023-01-06 10:00:00
1131,Item_5,2,13.46,26.92,4.04,2.48,2023-01-06 11:00:00
1132,Item_8,5,9.07,45.35,4.94,0.75,2023-01-06 12:00:00
1133,Item_2,1,7.86,7.86,2.33,1.03,2023-01-06 13:00:00
1134,Item_15,5,11.48,57.400000000000006,3.5,2.06,2023-01-06 14:00:00
1135,Item_13,2,13.33,26.66,3.34,0.54,2023-01-06 15:00:00
1136,Item_5,5,13.57,67.85,2.28,1.95,2023-01-06 16:00:00
1137,Item_16,4,13.54,54.16,0.55,1.97,2023-01-06 17:00:00
1138,Item_14,5,18.4,92.0,4.46,1.43,2023-01-06 18:00:00
1139,Item_12,4,7.12,28.48,3.93,0.77,2023-01-06 19:00:00
1140,Item_10,3,12.13,36.39,1.18,1.51,2023-01-06 20:00:00
1141,Item_18,2,17.97,35.94,2.46,0.76,2023-01-06 21:00:00
1142,Item_17,4,17.42,69.68,0.14,0.78,2023-01-06 22:00:00
1143,Item_7,1,16.61,16.61,2.83,2.3,2023-01-06 23:00:00
1144,Item_8,2,16.33,32.66,0.52,1.76,2023-01-07 00:00:00
1145,Item_12,5,12.42,62.1,3.22,0.62,2023-01-07 01:00:00
1146,Item_5,1,6.76,6.76,0.61,2.08,2023-01-07 02:00:00
1147,Item_10,3,9.86,29.58,0.11,2.15,2023-01-07 03:00:00
1148,Item_17,1,7.92,7.92,4.82,1.07,2023-01-07 04:00:00
1149,Item_15,3,7.13,21.39,0.99,1.84,2023-01-07 05:00:00
1150,Item_14,4,9.29,37.16,4.65,0.83,2023-01-07 06:00:00
1151,Item_20,3,5.53,16.59,2.51,0.84,2023-01-07 07:00:00
1152,Item_4,3,10.27,30.81,3.6,0.65,2023-01-07 08:00:00
1153,Item_10,5,8.3,41.5,2.15,2.38,2023-01-07 09:00:00
1154,Item_16,5,11.7,58.5,2.87,2.06,2023-01-07 10:00:00
1155,Item_20,3,10.16,30.48,0.86,1.18,2023-01-07 11:00:00
1156,Item_9,5,10.11,50.55,0.66,2.01,2023-01-07 12:00:00
1157,Item_1,2,9.56,19.12,2.18,1.71,2023-01-07 13:00:00
1158,Item_17,3,6.41,19.23,0.8,0.75,2023-01-07 14:00:00
1159,Item_11,5,18.35,91.75,3.31,0.84,2023-01-07 15:00:00
1160,Item_12,3,15.48,46.44,2.93,1.24,2023-01-07 16:00:00
1161,Item_20,3,14.93,44.79,2.59,0.72,2023-01-07 17:00:00
1162,Item_15,5,16.07,80.35,3.52,1.81,2023-01-07 18:00:00
1163,Item_15,1,11.7,11.7,3.59,0.86,2023-01-07 19:00:00
1164,Item_7,2,9.81,19.62,1.11,0.91,2023-01-07 20:00:00
1165,Item_4,3,5.89,17.669999999999998,2.63,1.53,2023-01-07 21:00:00
1166,Item_11,1,10.86,10.86,4.19,1.02,2023-01-07 22:00:00
1167,Item_3,5,18.94,94.7,2.12,1.57,2023-01-07 23:00:00
1168,Item_1,3,13.55,40.650000000000006,3.49,1.19,2023-01-08 00:00:00
1169,Item_13,4,8.02,32.08,3.31,1.54,2023-01-08 01:00:00
1170,Item_2,1,18.1,18.1,0.86,2.17,2023-01-08 02:00:00
1171,Item_5,4,15.79,63.16,2.84,1.45,2023-01-08 03:00:00
1172,Item_9,4,19.1,76.4,0.31,2.28,2023-01-08 04:00:00
1173,Item_18,2,13.38,26.76,4.37,2.47,2023-01-08 05:00:00
1174,Item_4,1,17.04,17.04,0.4,0.68,2023-01-08 06:00:00
1175,Item_12,3,10.96,32.88,1.83,2.24,2023-01-08 07:00:00
1176,Item_19,5,14.22,71.10000000000001,0.76,0.69,2023-01-08 08:00:00
1177,Item_16,5,5.56,27.799999999999997,1.69,1.88,2023-01-08 09:00:00
1178,Item_1,5,5.13,25.65,0.22,0.98,2023-01-08 10:00:00
1179,Item_18,5,9.85,49.25,2.47,1.99,2023-01-08 11:00:00
1180,Item_14,2,16.54,33.08,3.05,2.37,2023-01-08 12:00:00
1181,Item_16,1,8.86,8.86,2.4,1.87,2023-01-08 13:00:00
1182,Item_11,3,8.88,26.64,3.45,0.88,2023-01-08 14:00:00
1183,Item_14,2,12.28,24.56,4.5,1.05,2023-01-08 15:00:00
1184,Item_4,4,18.98,75.92,0.82,0.78,2023-01-08 16:00:00
1185,Item_8,3,19.19,57.57000000000001,3.62,2.46,2023-01-08 17:00:00
1186,Item_16,4,12.67,50.68,2.77,1.3,2023-01-08 18:00:00
1187,Item_19,1,16.01,16.01,0.72,1.68,2023-01-08 19:00:00
1188,Item_12,1,17.19,17.19,4.75,1.99,2023-01-08 20:00:00
1189,Item_13,4,9.91,39.64,0.09,1.72,2023-01-08 21:00:00
1190,Item_12,4,14.88,59.52,3.31,1.31,2023-01-08 22:00:00
1191,Item_7,4,16.46,65.84,4.41,1.44,2023-01-08 23:00:00
1192,Item_2,2,12.32,24.64,4.28,1.34,2023-01-09 00:00:00
1193,Item_4,5,7.99,39.95,1.34,0.74,2023-01-09 01:00:00
1194,Item_19,2,12.55,25.1,2.7,0.81,2023-01-09 02:00:00
1195,Item_13,5,9.94,49.699999999999996,4.58,1.49,2023-01-09 03:00:00
1196,Item_4,2,15.55,31.1,3.91,2.31,2023-01-09 04:00:00
1197,Item_12,2,10.82,21.64,0.25,2.18,2023-01-09 05:00:00
1198,Item_1,5,14.47,72.35000000000001,2.76,1.92,2023-01-09 06:00:00
1199,Item_8,3,7.97,23.91,2.19,0.81,2023-01-09 07:00:00
1200,Item_16,1,18.16,18.16,0.39,1.8,2023-01-09 08:00:00
1201,Item_5,1,11.82,11.82,3.43,1.43,2023-01-09 09:00:00
1202,Item_2,1,17.35,17.35,4.11,0.87,2023-01-09 10:00:00
1203,Item_1,5,15.88,79.4,0.41,1.79,2023-01-09 11:00:00
1204,Item_18,5,14.17,70.85,4.45,2.06,2023-01-09 12:00:00
1205,Item_9,1,9.71,9.71,2.24,1.69,2023-01-09 13:00:00
1206,Item_3,1,9.03,9.03,3.0,1.6,2023-01-09 14:00:00
1207,Item_11,5,11.45,57.25,0.65,2.33,2023-01-09 15:00:00
1208,Item_14,1,7.19,7.19,1.1,0.85,2023-01-09 16:00:00
1209,Item_8,2,6.18,12.36,4.46,1.96,2023-01-09 17:00:00
1210,Item_10,5,12.31,61.550000000000004,1.55,1.37,2023-01-09 18:00:00
1211,Item_12,5,18.98,94.9,3.31,2.49,2023-01-09 19:00:00
1212,Item_14,3,6.12,18.36,2.35,2.1,2023-01-09 20:00:00
1213,Item_16,4,17.96,71.84,0.26,2.17,2023-01-09 21:00:00
1214,Item_12,1,15.11,15.11,0.38,2.43,2023-01-09 22:00:00
1215,Item_7,3,5.94,17.82,0.66,1.27,2023-01-09 23:00:00
1216,Item_20,2,18.97,37.94,3.44,1.09,2023-01-10 00:00:00
1217,Item_2,3,18.27,54.81,2.92,1.22,2023-01-10 01:00:00
1218,Item_11,2,18.85,37.7,1.64,1.75,2023-01-10 02:00:00
1219,Item_5,5,7.29,36.45,3.1,1.0,2023-01-10 03:00:00
1220,Item_19,4,7.79,31.16,1.4,0.51,2023-01-10 04:00:00
1221,Item_19,4,15.31,61.24,2.94,2.43,2023-01-10 05:00:00
1222,Item_11,3,14.69,44.07,2.46,2.41,2023-01-10 06:00:00
1223,Item_11,5,11.43,57.15,2.64,1.67,2023-01-10 07:00:00
1224,Item_7,3,6.18,18.54,2.53,1.52,2023-01-10 08:00:00
1225,Item_9,1,6.06,6.06,1.13,1.53,2023-01-10 09:00:00
1226,Item_10,5,12.87,64.35,4.74,0.97,2023-01-10 10:00:00
1227,Item_5,4,12.41,49.64,1.93,1.06,2023-01-10 11:00:00
1228,Item_1,2,15.72,31.44,3.8,0.77,2023-01-10 12:00:00
1229,Item_9,3,6.28,18.84,2.32,1.63,2023-01-10 13:00:00
1230,Item_12,5,15.8,79.0,0.55,2.37,2023-01-10 14:00:00
1231,Item_18,5,9.88,49.400000000000006,0.47,1.09,2023-01-10 15:00:00
1232,Item_2,5,10.28,51.4,1.71,2.17,2023-01-10 16:00:00
1233,Item_12,3,12.0,36.0,3.0,2.11,2023-01-10 17:00:00
1234,Item_16,4,8.6,34.4,2.83,1.67,2023-01-10 18:00:00
1235,Item_19,3,15.42,46.26,4.12,0.55,2023-01-10 19:00:00
1236,Item_5,1,10.18,10.18,1.46,2.19,2023-01-10 20:00:00
1237,Item_7,1,9.94,9.94,0.74,2.1,2023-01-10 21:00:00
1238,Item_3,4,8.23,32.92,4.22,1.38,2023-01-10 22:00:00
1239,Item_3,5,18.04,90.19999999999999,2.0,2.04,2023-01-10 23:00:00
1240,Item_6,1,6.44,6.44,4.05,2.35,2023-01-11 00:00:00
1241,Item_2,2,12.11,24.22,2.7,1.42,2023-01-11 01:00:00
1242,Item_10,2,12.91,25.82,4.93,1.77,2023-01-11 02:00:00
1243,Item_11,4,11.52,46.08,2.5,0.61,2023-01-11 03:00:00
1244,Item_3,1,19.95,19.95,3.2,1.55,2023-01-11 04:00:00
1245,Item_1,2,6.96,13.92,4.99,1.04,2023-01-11 05:00:00
1246,Item_9,3,10.5,31.5,0.42,1.71,2023-01-11 06:00:00
1247,Item_6,3,17.6,52.800000000000004,4.57,0.66,2023-01-11 07:00:00
1248,Item_12,5,17.97,89.85,4.82,2.18,2023-01-11 08:00:00
1249,Item_10,3,6.78,20.34,2.66,0.62,2023-01-11 09:00:00
1250,Item_13,5,9.91,49.55,2.52,1.35,2023-01-11 10:00:00
1251,Item_9,4,13.5,54.0,4.62,1.95,2023-01-11 11:00:00
1252,Item_16,1,11.89,11.89,1.39,0.92,2023-01-11 12:00:00
1253,Item_2,1,7.43,7.43,3.17,2.26,2023-01-11 13:00:00
1254,Item_20,4,9.22,36.88,4.0,0.8,2023-01-11 14:00:00
1255,Item_5,2,19.64,39.28,1.04,1.84,2023-01-11 15:00:00
1256,Item_14,1,17.5,17.5,0.39,1.0,2023-01-11 16:00:00
1257,Item_7,3,7.44,22.32,4.11,1.52,2023-01-11 17:00:00
1258,Item_9,3,13.55,40.650000000000006,1.31,2.11,2023-01-11 18:00:00
1259,Item_1,5,13.99,69.95,1.52,0.57,2023-01-11 19:00:00
1260,Item_8,3,16.74,50.22,2.94,0.85,2023-01-11 20:00:00
1261,Item_19,2,5.49,10.98,0.29,2.01,2023-01-11 21:00:00
1262,Item_19,3,9.11,27.33,4.91,0.7,2023-01-11 22:00:00
1263,Item_6,4,14.51,58.04,1.54,1.3,2023-01-11 23:00:00
1264,Item_3,4,7.07,28.28,4.56,2.16,2023-01-12 00:00:00
1265,Item_17,3,19.25,57.75,3.85,1.69,2023-01-12 01:00:00
1266,Item_8,4,10.3,41.2,2.24,0.87,2023-01-12 02:00:00
1267,Item_12,3,5.25,15.75,1.27,1.71,2023-01-12 03:00:00
1268,Item_4,2,16.11,32.22,0.27,0.67,2023-01-12 04:00:00
1269,Item_10,5,8.91,44.55,2.57,2.25,2023-01-12 05:00:00
1270,Item_4,1,6.78,6.78,2.25,2.41,2023-01-12 06:00:00
1271,Item_6,2,10.08,20.16,2.4,2.43,2023-01-12 07:00:00
1272,Item_11,2,17.06,34.12,0.39,0.81,2023-01-12 08:00:00
1273,Item_19,1,12.23,12.23,0.12,2.46,2023-01-12 09:00:00
1274,Item_13,4,18.1,72.4,4.17,2.34,2023-01-12 10:00:00
1275,Item_14,2,15.49,30.98,0.47,2.12,2023-01-12 11:00:00
1276,Item_18,1,6.76,6.76,2.5,0.71,2023-01-12 12:00:00
1277,Item_15,3,10.23,30.69,3.3,1.13,2023-01-12 13:00:00
1278,Item_8,5,10.01,50.05,2.59,1.26,2023-01-12 14:00:00
1279,Item_20,4,11.77,47.08,4.46,1.3,2023-01-12 15:00:00
1280,Item_1,5,13.42,67.1,0.59,0.98,2023-01-12 16:00:00
1281,Item_3,2,10.5,21.0,3.0,1.74,2023-01-12 17:00:00
1282,Item_8,2,15.82,31.64,3.36,0.99,2023-01-12 18:00:00
1283,Item_12,1,10.17,10.17,1.69,1.99,2023-01-12 19:00:00
1284,Item_4,2,12.3,24.6,3.72,1.35,2023-01-12 20:00:00
1285,Item_18,1,10.92,10.92,3.81,2.15,2023-01-12 21:00:00
1286,Item_12,1,9.14,9.14,3.77,0.6,2023-01-12 22:00:00
1287,Item_13,5,16.05,80.25,1.48,1.36,2023-01-12 23:00:00
1288,Item_8,2,5.23,10.46,1.99,2.12,2023-01-13 00:00:00
1289,Item_13,4,11.18,44.72,1.47,1.22,2023-01-13 01:00:00
1290,Item_3,4,7.75,31.0,3.12,0.71,2023-01-13 02:00:00
1291,Item_15,1,11.72,11.72,2.01,2.32,2023-01-13 03:00:00
1292,Item_10,3,19.11,57.33,1.91,2.07,2023-01-13 04:00:00
1293,Item_10,5,13.49,67.45,1.01,0.61,2023-01-13 05:00:00
1294,Item_19,5,9.12,45.599999999999994,3.91,0.57,2023-01-13 06:00:00
1295,Item_16,2,19.28,38.56,0.67,1.05,2023-01-13 07:00:00
1296,Item_6,2,11.83,23.66,1.61,2.26,2023-01-13 08:00:00
1297,Item_18,4,18.96,75.84,4.01,0.85,2023-01-13 09:00:00
1298,Item_2,4,18.19,72.76,2.25,1.86,2023-01-13 10:00:00
1299,Item_18,4,19.55,78.2,3.89,1.52,2023-01-13 11:00:00
1300,Item_6,3,10.51,31.53,3.56,1.56,2023-01-13 12:00:00
1301,Item_17,5,9.74,48.7,4.51,1.02,2023-01-13 13:00:00
1302,Item_12,5,18.44,92.2,1.28,1.22,2023-01-13 14:00:00
1303,Item_16,1,11.56,11.56,0.3,0.7,2023-01-13 15:00:00
1304,Item_1,1,5.92,5.92,0.5,1.77,2023-01-13 16:00:00
1305,Item_3,1,16.77,16.77,0.85,0.95,2023-01-13 17:00:00
1306,Item_5,2,11.69,23.38,0.44,0.84,2023-01-13 18:00:00
1307,Item_7,3,11.83,35.49,1.59,2.17,2023-01-13 19:00:00
1308,Item_12,1,5.18,5.18,4.57,2.46,2023-01-13 20:00:00
1309,Item_7,4,7.82,31.28,3.24,1.68,2023-01-13 21:00:00
1310,Item_19,1,15.34,15.34,3.14,1.65,2023-01-13 22:00:00
1311,Item_15,2,8.77,17.54,3.02,1.34,2023-01-13 23:00:00
1312,Item_3,3,18.53,55.59,4.36,2.47,2023-01-14 00:00:00
1313,Item_18,4,10.65,42.6,4.72,2.29,2023-01-14 01:00:00
1314,Item_5,4,11.99,47.96,1.96,1.88,2023-01-14 02:00:00
1315,Item_19,3,11.87,35.61,2.66,1.94,2023-01-14 03:00:00
1316,Item_8,3,13.33,39.99,4.31,1.6,2023-01-14 04:00:00
1317,Item_20,3,13.21,39.63,2.92,1.53,2023-01-14 05:00:00
1318,Item_3,3,12.18,36.54,4.99,1.25,2023-01-14 06:00:00
1319,Item_17,5,6.8,34.0,4.82,1.81,2023-01-14 07:00:00
1320,Item_1,1,18.05,18.05,3.31,1.65,2023-01-14 08:00:00
1321,Item_2,4,7.96,31.84,3.6,1.72,2023-01-14 09:00:00
1322,Item_3,3,13.56,40.68,0.37,1.59,2023-01-14 10:00:00
1323,Item_14,1,12.51,12.51,4.05,0.59,2023-01-14 11:00:00
1324,Item_20,3,17.07,51.21,2.98,0.53,2023-01-14 12:00:00
1325,Item_5,1,12.43,12.43,0.35,1.98,2023-01-14 13:00:00
1326,Item_20,2,19.27,38.54,1.79,1.73,2023-01-14 14:00:00
1327,Item_10,3,16.32,48.96,0.0,1.97,2023-01-14 15:00:00
1328,Item_2,5,14.25,71.25,2.15,1.77,2023-01-14 16:00:00
1329,Item_4,5,13.9,69.5,4.68,0.99,2023-01-14 17:00:00
1330,Item_15,1,7.72,7.72,3.38,0.6,2023-01-14 18:00:00
1331,Item_3,2,7.68,15.36,0.6,1.21,2023-01-14 19:00:00
1332,Item_11,3,19.64,58.92,0.31,1.1,2023-01-14 20:00:00
1333,Item_16,1,7.14,7.14,1.22,1.5,2023-01-14 21:00:00
1334,Item_6,2,9.53,19.06,4.15,1.97,2023-01-14 22:00:00
1335,Item_15,1,13.45,13.45,3.38,2.11,2023-01-14 23:00:00
1336,Item_17,3,10.59,31.77,2.54,1.29,2023-01-15 00:00:00
1337,Item_9,4,10.31,41.24,2.37,1.1,2023-01-15 01:00:00
1338,Item_6,5,11.94,59.699999999999996,1.09,1.49,2023-01-15 02:00:00
1339,Item_9,4,7.26,29.04,3.58,2.24,2023-01-15 03:00:00
1340,Item_4,3,12.12,36.36,3.88,0.77,2023-01-15 04:00:00
1341,Item_12,3,17.89,53.67,1.01,0.75,2023-01-15 05:00:00
1342,Item_15,4,6.27,25.08,1.93,2.41,2023-01-15 06:00:00
1343,Item_15,4,12.29,49.16,4.25,1.26,2023-01-15 07:00:00
1344,Item_17,5,6.78,33.9,4.35,0.81,2023-01-15 08:00:00
1345,Item_12,1,8.22,8.22,2.62,0.91,2023-01-15 09:00:00
1346,Item_2,2,12.82,25.64,0.95,0.86,2023-01-15 10:00:00
1347,Item_12,1,16.49,16.49,4.89,1.09,2023-01-15 11:00:00
1348,Item_2,5,15.65,78.25,0.9,1.88,2023-01-15 12:00:00
1349,Item_17,4,17.67,70.68,4.74,2.33,2023-01-15 13:00:00
1350,Item_18,2,16.96,33.92,2.13,2.15,2023-01-15 14:00:00
1351,Item_7,5,10.06,50.300000000000004,2.47,0.55,2023-01-15 15:00:00
1352,Item_20,1,17.54,17.54,2.2,0.99,2023-01-15 16:00:00
