OrderID,MenuItem,Quantity,PricePerItem,TotalPrice,Discount,Tax,OrderDate
5105,Item_5,2,7.54,15.08,2.12,2.07,2023-06-21 01:00:00
5106,Item_12,2,13.19,26.38,4.7,2.47,2023-06-21 02:00:00
5107,Item_1,2,15.15,30.3,0.35,1.72,2023-06-21 03:00:00
5108,Item_12,3,13.14,39.42,4.09,2.29,2023-06-21 04:00:00
5109,Item_6,4,18.56,74.24,0.71,1.2,2023-06-21 05:00:00
5110,Item_1,5,5.93,29.65,3.14,1.3,2023-06-21 06:00:00
5111,Item_14,5,17.03,85.15,2.0,2.4,2023-06-21 07:00:00
5112,Item_11,2,17.53,35.06,2.23,0.73,2023-06-21 08:00:00
5113,Item_7,1,13.86,13.86,2.28,2.07,2023-06-21 09:00:00
5114,Item_20,1,17.29,17.29,1.31,1.81,2023-06-21 10:00:00
5115,Item_18,1,19.5,19.5,3.79,0.51,2023-06-21 11:00:00
5116,Item_6,3,17.85,53.550000000000004,3.6,1.23,2023-06-21 12:00:00
5117,Item_8,1,19.3,19.3,0.61,1.94,2023-06-21 13:00:00
5118,Item_13,5,8.53,42.65,0.87,0.77,2023-06-21 14:00:00
5119,Item_2,5,14.3,71.5,3.54,1.97,2023-06-21 15:00:00
5120,Item_19,5,19.53,97.65,4.8,1.83,2023-06-21 16:00:00
5121,Item_4,2,10.58,21.16,2.21,0.96,2023-06-21 17:00:00
5122,Item_10,2,5.27,10.54,3.74,1.09,2023-06-21 18:00:00
5123,Item_20,3,12.53,37.589999999999996,0.94,1.6,2023-06-21 19:00:00
5124,Item_2,3,9.42,28.259999999999998,0.08,1.43,2023-06-21 20:00:00
5125,Item_8,2,6.33,12.66,3.44,0.92,2023-06-21 21:00:00
5126,Item_15,1,16.72,16.72,2.35,1.66,2023-06-21 22:00:00
5127,Item_20,2,13.67,27.34,2.73,1.43,2023-06-21 23:00:00
5128,Item_10,1,16.08,16.08,2.08,2.05,2023-06-22 00:00:00
5129,Item_18,4,5.46,21.84,4.18,2.43,2023-06-22 01:00:00
5130,Item_13,1,17.89,17.89,3.31,0.91,2023-06-22 02:00:00
5131,Item_11,5,9.19,45.949999999999996,0.16,1.6,2023-06-22 03:00:00
5132,Item_4,3,10.63,31.89,1.76,1.44,2023-06-22 04:00:00
5133,Item_5,4,14.67,58.68,4.27,1.19,2023-06-22 05:00:00
5134,Item_3,3,16.72,50.16,1.77,2.48,2023-06-22 06:00:00
5135,Item_5,5,17.1,85.5,1.95,1.72,2023-06-22 07:00:00
5136,Item_9,1,5.61,5.61,2.19,2.3,2023-06-22 08:00:00
5137,Item_15,4,14.28,57.12,2.76,0.53,2023-06-22 09:00:00
5138,Item_19,3,7.68,23.04,1.73,1.75,2023-06-22 10:00:00
5139,Item_15,3,16.21,48.63,4.73,1.37,2023-06-22 11:00:00
5140,Item_13,1,10.28,10.28,4.29,2.31,2023-06-22 12:00:00
5141,Item_5,3,5.27,15.809999999999999,3.43,2.32,2023-06-22 13:00:00
5142,Item_18,4,7.74,30.96,2.53,1.95,2023-06-22 14:00:00
5143,Item_7,3,8.31,24.93,3.27,0.74,2023-06-22 15:00:00
5144,Item_9,5,14.13,70.65,1.3,1.21,2023-06-22 16:00:00
5145,Item_6,5,19.73,98.65,3.74,1.11,2023-06-22 17:00:00
5146,Item_13,1,16.29,16.29,2.68,0.65,2023-06-22 18:00:00
5147,Item_14,4,11.92,47.68,1.77,2.24,2023-06-22 19:00:00
5148,Item_12,5,12.52,62.599999999999994,1.8,1.74,2023-06-22 20:00:00
5149,Item_4,1,5.61,5.61,3.03,0.84,2023-06-22 21:00:00
5150,Item_7,1,12.74,12.74,1.06,2.12,2023-06-22 22:00:00
5151,Item_16,4,18.85,75.4,4.96,0.9,2023-06-22 23:00:00
5152,Item_10,3,17.57,52.71,0.44,2.19,2023-06-23 00:00:00
5153,Item_17,3,11.64,34.92,4.13,2.17,2023-06-23 01:00:00
5154,Item_3,2,19.82,39.64,4.2,1.05,2023-06-23 02:00:00
5155,Item_8,4,5.28,21.12,1.11,1.53,2023-06-23 03:00:00
5156,Item_18,4,5.98,23.92,4.24,0.51,2023-06-23 04:00:00
5157,Item_2,1,8.82,8.82,0.05,1.5,2023-06-23 05:00:00
5158,Item_20,4,14.66,58.64,4.31,0.54,2023-06-23 06:00:00
5159,Item_13,4,7.18,28.72,3.88,1.98,2023-06-23 07:00:00
5160,Item_10,3,18.13,54.39,3.92,1.75,2023-06-23 08:00:00
5161,Item_9,4,6.56,26.24,4.1,1.74,2023-06-23 09:00:00
5162,Item_6,2,15.22,30.44,4.98,2.4,2023-06-23 10:00:00
5163,Item_18,3,18.28,54.84,2.28,2.2,2023-06-23 11:00:00
5164,Item_6,5,14.24,71.2,4.11,1.2,2023-06-23 12:00:00
5165,Item_8,3,6.54,19.62,2.88,2.12,2023-06-23 13:00:00
5166,Item_11,1,13.17,13.17,3.54,1.73,2023-06-23 14:00:00
5167,Item_16,2,15.04,30.08,3.36,1.73,2023-06-23 15:00:00
5168,Item_5,2,15.56,31.12,3.31,2.08,2023-06-23 16:00:00
5169,Item_4,4,10.25,41.0,2.2,1.6,2023-06-23 17:00:00
5170,Item_19,3,19.2,57.599999999999994,2.86,2.29,2023-06-23 18:00:00
5171,Item_5,4,8.99,35.96,2.01,0.96,2023-06-23 19:00:00
5172,Item_5,3,19.57,58.71,3.17,0.73,2023-06-23 20:00:00
5173,Item_1,1,5.85,5.85,0.95,2.47,2023-06-23 21:00:00
5174,Item_14,2,11.27,22.54,0.11,1.57,2023-06-23 22:00:00
5175,Item_10,1,19.01,19.01,2.14,1.81,2023-06-23 23:00:00
5176,Item_18,1,10.55,10.55,1.93,2.01,2023-06-24 00:00:00
5177,Item_20,2,6.3,12.6,3.18,0.69,2023-06-24 01:00:00
5178,Item_12,2,8.72,17.44,0.29,0.96,2023-06-24 02:00:00
5179,Item_5,4,14.83,59.32,3.8,1.98,2023-06-24 03:00:00
5180,Item_16,3,16.33,48.989999999999995,0.63,1.67,2023-06-24 04:00:00
5181,Item_14,2,10.08,20.16,0.88,2.36,2023-06-24 05:00:00
5182,Item_17,1,5.51,5.51,0.18,1.1,2023-06-24 06:00:00
5183,Item_13,1,10.94,10.94,2.01,0.99,2023-06-24 07:00:00
5184,Item_17,5,15.61,78.05,3.94,1.33,2023-06-24 08:00:00
5185,Item_8,1,16.88,16.88,1.99,2.2,2023-06-24 09:00:00
5186,Item_10,5,16.37,81.85000000000001,0.31,1.3,2023-06-24 10:00:00
5187,Item_2,5,13.78,68.89999999999999,4.48,2.42,2023-06-24 11:00:00
5188,Item_6,3,5.28,15.84,1.14,1.43,2023-06-24 12:00:00
5189,Item_19,5,6.9,34.5,3.48,0.8,2023-06-24 13:00:00
5190,Item_13,1,5.34,5.34,3.72,0.65,2023-06-24 14:00:00
5191,Item_12,2,15.87,31.74,4.99,0.81,2023-06-24 15:00:00
5192,Item_6,1,10.67,10.67,0.31,0.72,2023-06-24 16:00:00
5193,Item_18,3,5.75,17.25,3.89,1.23,2023-06-24 17:00:00
5194,Item_17,4,7.38,29.52,2.86,1.54,2023-06-24 18:00:00
5195,Item_8,2,18.65,37.3,1.53,2.31,2023-06-24 19:00:00
5196,Item_10,5,11.4,57.0,3.71,2.06,2023-06-24 20:00:00
5197,Item_15,3,8.24,24.72,1.84,2.49,2023-06-24 21:00:00
5198,Item_12,5,5.18,25.9,0.95,1.14,2023-06-24 22:00:00
5199,Item_3,2,19.21,38.42,2.69,1.44,2023-06-24 23:00:00
5200,Item_11,2,19.17,38.34,4.86,2.06,2023-06-25 00:00:00
5201,Item_8,5,11.6,58.0,3.31,2.24,2023-06-25 01:00:00
5202,Item_2,1,14.36,14.36,0.18,1.06,2023-06-25 02:00:00
5203,Item_9,4,19.03,76.12,1.09,0.91,2023-06-25 03:00:00
5204,Item_16,1,7.05,7.05,1.07,1.17,2023-06-25 04:00:00
5205,Item_7,3,15.13,45.39,0.6,2.08,2023-06-25 05:00:00
5206,Item_18,4,15.06,60.24,3.17,0.79,2023-06-25 06:00:00
5207,Item_18,2,5.9,11.8,3.95,2.02,2023-06-25 07:00:00
5208,Item_11,4,17.19,68.76,0.32,0.58,2023-06-25 08:00:00
5209,Item_17,1,16.91,16.91,2.65,1.89,2023-06-25 09:00:00
5210,Item_11,1,13.47,13.47,2.68,2.22,2023-06-25 10:00:00
5211,Item_3,5,11.63,58.150000000000006,4.98,2.24,2023-06-25 11:00:00
5212,Item_16,4,18.64,74.56,1.9,1.59,2023-06-25 12:00:00
5213,Item_5,3,10.05,30.150000000000002,4.82,2.23,2023-06-25 13:00:00
5214,Item_8,3,19.46,58.38,4.42,1.27,2023-06-25 14:00:00
5215,Item_18,4,9.31,37.24,3.78,1.44,2023-06-25 15:00:00
5216,Item_7,1,9.63,9.63,1.89,1.25,2023-06-25 16:00:00
5217,Item_20,4,9.9,39.6,4.1,1.23,2023-06-25 17:00:00
5218,Item_7,2,8.27,16.54,0.48,2.35,2023-06-25 18:00:00
5219,Item_16,5,5.02,25.099999999999998,3.51,1.17,2023-06-25 19:00:00
5220,Item_9,3,12.37,37.11,0.22,0.66,2023-06-25 20:00:00
5221,Item_19,2,13.71,27.42,2.92,1.89,2023-06-25 21:00:00
5222,Item_17,1,18.66,18.66,1.11,2.07,2023-06-25 22:00:00
5223,Item_6,2,16.44,32.88,2.58,0.67,2023-06-25 23:00:00
5224,Item_6,3,7.75,23.25,2.46,2.1,2023-06-26 00:00:00
5225,Item_12,5,7.04,35.2,4.87,0.52,2023-06-26 01:00:00
5226,Item_19,4,19.06,76.24,1.88,2.1,2023-06-26 02:00:00
5227,Item_13,1,15.56,15.56,4.59,2.29,2023-06-26 03:00:00
5228,Item_6,3,5.97,17.91,2.41,1.49,2023-06-26 04:00:00
5229,Item_17,3,15.18,45.54,0.82,1.73,2023-06-26 05:00:00
5230,Item_11,3,13.73,41.19,0.96,2.02,2023-06-26 06:00:00
5231,Item_2,4,9.69,38.76,4.24,0.92,2023-06-26 07:00:00
5232,Item_16,3,14.8,44.400000000000006,4.04,2.11,2023-06-26 08:00:00
5233,Item_3,2,19.95,39.9,0.06,1.33,2023-06-26 09:00:00
5234,Item_7,5,15.27,76.35,0.48,1.8,2023-06-26 10:00:00
5235,Item_10,4,14.22,56.88,0.61,1.1,2023-06-26 11:00:00
5236,Item_10,4,7.69,30.76,3.45,2.08,2023-06-26 12:00:00
5237,Item_7,5,5.66,28.3,4.23,1.71,2023-06-26 13:00:00
5238,Item_7,2,14.53,29.06,1.16,0.86,2023-06-26 14:00:00
5239,Item_13,4,17.71,70.84,0.18,0.85,2023-06-26 15:00:00
5240,Item_5,3,12.07,36.21,2.97,0.56,2023-06-26 16:00:00
5241,Item_6,3,16.03,48.09,0.23,1.69,2023-06-26 17:00:00
5242,Item_6,5,7.64,38.199999999999996,4.95,1.66,2023-06-26 18:00:00
5243,Item_14,1,8.22,8.22,1.31,1.55,2023-06-26 19:00:00
5244,Item_3,3,17.83,53.489999999999995,0.06,2.24,2023-06-26 20:00:00
5245,Item_6,5,6.13,30.65,3.02,2.3,2023-06-26 21:00:00
5246,Item_17,4,14.54,58.16,3.11,0.5,2023-06-26 22:00:00
5247,Item_6,1,7.49,7.49,2.18,2.33,2023-06-26 23:00:00
5248,Item_10,5,5.1,25.5,4.86,1.95,2023-06-27 00:00:00
5249,Item_1,2,13.44,26.88,1.38,2.3,2023-06-27 01:00:00
5250,Item_17,5,6.85,34.25,0.73,1.72,2023-06-27 02:00:00
5251,Item_3,3,10.75,32.25,0.77,0.55,2023-06-27 03:00:00
5252,Item_19,2,6.73,13.46,1.33,1.69,2023-06-27 04:00:00
5253,Item_13,2,5.7,11.4,0.53,1.89,2023-06-27 05:00:00
5254,Item_2,4,11.57,46.28,3.35,1.53,2023-06-27 06:00:00
5255,Item_9,4,5.17,20.68,4.65,1.15,2023-06-27 07:00:00
5256,Item_20,5,19.63,98.14999999999999,3.4,0.63,2023-06-27 08:00:00
5257,Item_2,4,18.26,73.04,4.92,0.78,2023-06-27 09:00:00
5258,Item_11,3,18.68,56.04,2.86,0.52,2023-06-27 10:00:00
5259,Item_20,3,17.67,53.010000000000005,1.67,1.08,2023-06-27 11:00:00
5260,Item_9,4,18.93,75.72,2.01,2.28,2023-06-27 12:00:00
5261,Item_17,3,19.09,57.269999999999996,1.8,1.12,2023-06-27 13:00:00
5262,Item_9,5,14.79,73.94999999999999,0.78,0.56,2023-06-27 14:00:00
5263,Item_16,3,8.84,26.52,3.1,1.87,2023-06-27 15:00:00
5264,Item_7,5,11.83,59.15,1.44,1.7,2023-06-27 16:00:00
5265,Item_15,2,12.32,24.64,2.31,1.45,2023-06-27 17:00:00
5266,Item_16,5,5.63,28.15,0.18,0.57,2023-06-27 18:00:00
5267,Item_6,3,18.81,56.42999999999999,3.43,1.84,2023-06-27 19:00:00
5268,Item_9,2,6.47,12.94,3.18,1.56,2023-06-27 20:00:00
5269,Item_6,5,14.21,71.05000000000001,4.81,2.11,2023-06-27 21:00:00
5270,Item_12,3,13.9,41.7,0.16,1.62,2023-06-27 22:00:00
5271,Item_5,2,11.35,22.7,1.14,1.64,2023-06-27 23:00:00
5272,Item_19,2,18.23,36.46,3.35,2.38,2023-06-28 00:00:00
5273,Item_8,1,12.12,12.12,1.71,1.47,2023-06-28 01:00:00
5274,Item_14,4,7.33,29.32,0.48,2.49,2023-06-28 02:00:00
5275,Item_18,1,6.31,6.31,3.24,1.11,2023-06-28 03:00:00
5276,Item_17,2,17.51,35.02,0.32,0.71,2023-06-28 04:00:00
5277,Item_15,1,11.6,11.6,4.77,1.54,2023-06-28 05:00:00
5278,Item_14,4,13.44,53.76,0.94,1.02,2023-06-28 06:00:00
5279,Item_10,2,13.2,26.4,4.56,1.42,2023-06-28 07:00:00
5280,Item_6,1,17.52,17.52,1.03,0.68,2023-06-28 08:00:00
5281,Item_13,2,6.33,12.66,2.3,0.87,2023-06-28 09:00:00
5282,Item_20,2,5.46,10.92,2.84,0.62,2023-06-28 10:00:00
5283,Item_19,1,16.66,16.66,1.19,2.46,2023-06-28 11:00:00
5284,Item_14,5,8.39,41.95,3.2,0.88,2023-06-28 12:00:00
5285,Item_14,3,19.28,57.84,1.39,0.74,2023-06-28 13:00:00
5286,Item_10,3,19.09,57.269999999999996,4.14,1.58,2023-06-28 14:00:00
5287,Item_12,5,7.95,39.75,2.58,1.2,2023-06-28 15:00:00
5288,Item_1,2,13.11,26.22,4.14,1.19,2023-06-28 16:00:00
5289,Item_11,3,15.86,47.58,0.29,1.3,2023-06-28 17:00:00
5290,Item_1,4,15.69,62.76,2.32,2.48,2023-06-28 18:00:00
5291,Item_1,4,13.14,52.56,0.43,0.92,2023-06-28 19:00:00
5292,Item_10,2,16.2,32.4,0.13,1.84,2023-06-28 20:00:00
5293,Item_19,3,9.69,29.07,2.41,2.02,2023-06-28 21:00:00
5294,Item_7,5,17.83,89.14999999999999,1.44,1.76,2023-06-28 22:00:00
5295,Item_5,1,12.32,12.32,2.18,0.94,2023-06-28 23:00:00
5296,Item_4,2,9.29,18.58,2.31,2.44,2023-06-29 00:00:00
5297,Item_2,5,8.68,43.4,3.61,1.81,2023-06-29 01:00:00
5298,Item_10,3,11.38,34.14,1.18,2.34,2023-06-29 02:00:00
5299,Item_12,4,17.19,68.76,1.53,2.26,2023-06-29 03:00:00
5300,Item_8,3,6.65,19.950000000000003,0.28,2.07,2023-06-29 04:00:00
5301,Item_7,5,8.13,40.650000000000006,0.55,1.36,2023-06-29 05:00:00
5302,Item_12,2,9.02,18.04,2.55,0.62,2023-06-29 06:00:00
5303,Item_11,5,9.07,45.35,1.7,1.97,2023-06-29 07:00:00
5304,Item_11,1,7.78,7.78,3.48,1.28,2023-06-29 08:00:00
5305,Item_7,1,6.16,6.16,0.91,1.14,2023-06-29 09:00:00
5306,Item_4,5,9.26,46.3,3.47,1.4,2023-06-29 10:00:00
5307,Item_20,4,11.33,45.32,2.59,1.66,2023-06-29 11:00:00
5308,Item_20,3,16.05,48.150000000000006,1.03,1.62,2023-06-29 12:00:00
5309,Item_3,4,9.4,37.6,2.38,1.14,2023-06-29 13:00:00
5310,Item_3,3,10.96,32.88,2.22,0.61,2023-06-29 14:00:00
5311,Item_2,1,19.79,19.79,4.14,1.65,2023-06-29 15:00:00
5312,Item_11,2,5.83,11.66,4.02,1.71,2023-06-29 16:00:00
5313,Item_17,5,16.48,82.4,4.18,2.49,2023-06-29 17:00:00
5314,Item_11,3,7.69,23.07,0.33,0.97,2023-06-29 18:00:00
5315,Item_6,1,7.31,7.31,0.03,2.45,2023-06-29 19:00:00
5316,Item_15,4,13.88,55.52,2.51,1.42,2023-06-29 20:00:00
5317,Item_10,3,7.96,23.88,1.75,2.12,2023-06-29 21:00:00
5318,Item_10,3,9.71,29.130000000000003,3.98,1.17,2023-06-29 22:00:00
5319,Item_19,5,8.04,40.199999999999996,0.86,0.87,2023-06-29 23:00:00
5320,Item_20,4,13.88,55.52,1.83,1.39,2023-06-30 00:00:00
5321,Item_10,3,5.44,16.32,3.97,2.25,2023-06-30 01:00:00
5322,Item_12,4,11.16,44.64,1.12,1.07,2023-06-30 02:00:00
5323,Item_14,1,8.2,8.2,2.83,1.05,2023-06-30 03:00:00
5324,Item_8,4,5.66,22.64,0.02,0.97,2023-06-30 04:00:00
5325,Item_14,3,15.48,46.44,4.31,2.45,2023-06-30 05:00:00
5326,Item_14,2,7.34,14.68,3.15,1.84,2023-06-30 06:00:00
5327,Item_10,2,18.59,37.18,1.13,0.97,2023-06-30 07:00:00
5328,Item_17,3,13.34,40.019999999999996,0.29,2.27,2023-06-30 08:00:00
5329,Item_15,1,15.63,15.63,0.56,2.5,2023-06-30 09:00:00
5330,Item_16,2,16.78,33.56,0.05,1.86,2023-06-30 10:00:00
5331,Item_14,4,18.63,74.52,2.47,1.72,2023-06-30 11:00:00
5332,Item_1,3,13.08,39.24,2.11,1.7,2023-06-30 12:00:00
5333,Item_10,2,10.5,21.0,3.75,1.13,2023-06-30 13:00:00
5334,Item_15,5,19.43,97.15,3.14,0.67,2023-06-30 14:00:00
5335,Item_17,4,9.0,36.0,2.75,1.66,2023-06-30 15:00:00
5336,Item_17,4,16.86,67.44,2.7,1.17,2023-06-30 16:00:00
5337,Item_15,5,12.64,63.2,2.73,2.31,2023-06-30 17:00:00
5338,Item_8,2,5.81,11.62,1.55,0.57,2023-06-30 18:00:00
5339,Item_3,1,18.44,18.44,3.39,0.6,2023-06-30 19:00:00
5340,Item_15,4,16.76,67.04,1.45,1.0,2023-06-30 20:00:00
5341,Item_5,1,14.36,14.36,1.6,1.89,2023-06-30 21:00:00
5342,Item_9,4,16.05,64.2,4.47,1.21,2023-06-30 22:00:00
5343,Item_9,3,12.06,36.18,3.1,1.44,2023-06-30 23:00:00
5344,Item_18,3,8.17,24.509999999999998,1.44,0.93,2023-07-01 00:00:00
5345,Item_15,3,10.23,30.69,2.48,1.37,2023-07-01 01:00:00
5346,Item_7,4,18.98,75.92,4.4,1.2,2023-07-01 02:00:00
5347,Item_8,3,6.85,20.549999999999997,3.59,1.09,2023-07-01 03:00:00
5348,Item_17,2,13.06,26.12,3.7,1.96,2023-07-01 04:00:00
5349,Item_17,4,15.96,63.84,3.51,2.13,2023-07-01 05:00:00
5350,Item_12,2,15.02,30.04,2.1,0.51,2023-07-01 06:00:00
5351,Item_18,4,10.69,42.76,3.8,0.85,2023-07-01 07:00:00
5352,Item_1,5,6.47,32.35,3.51,1.9,2023-07-01 08:00:00
